"sp_1	",sp_2,sp_3,sp_4,sp_5,sp_6,sp_7
-3.46517,-5.22417,-13.69143,-12.80626,-18.77682,-15.93596,-19.99715
-3.16825,-4.66047,-12.95214,-13.08493,-20.01791,-15.27201,-19.79899
-2.89336,-4.12982,-12.04879,-13.55329,-21.158,-14.63936,-19.60078
-2.64,-3.63089,-11.04609,-14.1343,-21.41876,-14.03598,-19.40303
-2.40776,-3.16241,-10.00098,-14.65696,-20.26086,-13.46006,-19.20623
-2.19625,-2.72327,-8.95499,-14.83587,-18.2715,-12.91004,-19.0108
-2.00518,-2.31245,-7.93481,-14.40635,-16.20721,-12.38454,-18.81712
-1.83427,-1.92901,-6.95594,-13.37792,-14.37409,-11.88232,-18.62553
-1.68331,-1.57215,-6.02638,-12.02123,-12.83228,-11.40227,-18.43631
-1.55214,-1.24112,-5.1495,-10.61147,-11.57018,-10.94342,-18.24973
-1.44063,-0.93528,-4.32595,-9.30684,-10.56365,-10.50487,-18.06602
-1.34872,-0.65405,-3.55488,-8.17366,-9.79183,-10.08583,-17.88538
-1.27635,-0.39694,-2.83463,-7.23209,-9.2402,-9.68556,-17.70797
-1.22355,-0.16351,-2.16322,-6.48305,-8.90025,-9.30342,-17.53394
-1.19036,0.04658,-1.53856,-5.92008,-8.76779,-8.93879,-17.36341
-1.17688,0.23365,-0.95857,-5.5332,-8.83965,-8.59114,-17.1965
-1.18324,0.39794,-0.42134,-5.30829,-9.10637,-8.25996,-17.03329
-1.20963,0.53962,0.07492,-5.22295,-9.53529,-7.9448,-16.87386
-1.25626,0.65883,0.53184,-5.23856,-10.03431,-7.64524,-16.71827
-1.3234,0.75564,0.95086,-5.28859,-10.39537,-7.3609,-16.56657
-1.41136,0.83007,1.33328,-5.26877,-10.28772,-7.09143,-16.41879
-1.52048,0.8821,1.68021,-5.04615,-9.46072,-6.83651,-16.27498
-1.65117,0.91163,1.99264,-4.5081,-8.01299,-6.59584,-16.13515
-1.80385,0.91855,2.27142,-3.63058,-6.27184,-6.36915,-15.99933
-1.97898,0.90266,2.51725,-2.49357,-4.50384,-6.1562,-15.86753
-2.17705,0.86374,2.73073,-1.22369,-2.84027,-5.95676,-15.73974
-2.39858,0.80149,2.91233,0.06835,-1.32689,-5.77062,-15.61599
-2.64407,0.7156,3.06244,1.31035,0.02882,-5.5976,-15.49626
-2.91401,0.60568,3.18131,2.4633,1.23364,-5.43753,-15.38056
-3.20881,0.47132,3.26912,3.50939,2.29843,-5.29024,-15.26888
-3.52879,0.31206,3.32594,4.44253,3.23423,-5.15561,-15.16121
-3.87407,0.12744,3.35177,5.26244,4.05087,-5.03349,-15.05754
-4.24448,-0.08306,3.3465,5.97144,4.75667,-4.92379,-14.95787
-4.63939,-0.3199,3.30995,6.57273,5.35843,-4.8264,-14.86217
-5.05752,-0.58354,3.24187,7.06952,5.86156,-4.74122,-14.77046
-5.49664,-0.87432,3.14193,7.46461,6.27027,-4.66818,-14.6827
-5.9532,-1.19246,3.00973,7.76014,6.58766,-4.60721,-14.59888
-6.42181,-1.53791,2.84484,7.95754,6.81589,-4.55825,-14.51901
-6.89468,-1.91025,2.64679,8.05744,6.9562,-4.52123,-14.44306
-7.36104,-2.3085,2.41512,8.05966,7.00897,-4.49612,-14.37102
-7.80661,-2.73084,2.14941,7.96313,6.97376,-4.48288,-14.30288
-8.21362,-3.17428,1.84936,7.76588,6.84925,-4.48146,-14.23863
-8.56161,-3.6342,1.51486,7.46499,6.63325,-4.49183,-14.17827
-8.82941,-4.10379,1.14615,7.05651,6.32257,-4.51397,-14.12177
-8.99843,-4.57344,0.74401,6.53549,5.91295,-4.54783,-14.06914
-9.05647,-5.03016,0.31003,5.89599,5.39895,-4.59339,-14.02036
-9.00069,-5.45737,-0.15298,5.13151,4.77384,-4.65061,-13.97543
-8.8383,-5.83528,-0.64048,4.23586,4.02953,-4.71945,-13.93434
-8.58477,-6.14248,-1.14555,3.20538,3.15679,-4.79984,-13.89709
-8.26025,-6.35878,-1.65807,2.04409,2.14609,-4.89173,-13.86366
-7.88586,-6.46904,-2.164,0.77449,0.98991,-4.99503,-13.83406
-7.481,-6.46668,-2.64487,-0.54168,-0.31118,-5.10962,-13.80829
-7.06185,-6.35537,-3.07816,-1.774,-1.7341,-5.23537,-13.78634
-6.64101,-6.14811,-3.43898,-2.71417,-3.20286,-5.37211,-13.76822
-6.22779,-5.86406,-3.7037,-3.15853,-4.54153,-5.51962,-13.75391
-5.82875,-5.52465,-3.85469,-3.07194,-5.46356,-5.67762,-13.74343
-5.44831,-5.1504,-3.88495,-2.62357,-5.72672,-5.84578,-13.73678
-5.08926,-4.75895,-3.80002,-2.03697,-5.37685,-6.02367,-13.73395
-4.75327,-4.36435,-3.6165,-1.47024,-4.6974,-6.21081,-13.73496
-4.44117,-3.97718,-3.35767,-1.00428,-3.95462,-6.40656,-13.7398
-4.15321,-3.60501,-3.04862,-0.67092,-3.29633,-6.61019,-13.74849
-3.88927,-3.25304,-2.71243,-0.47665,-2.78293,-6.82081,-13.76102
-3.64896,-2.92468,-2.36827,-0.41534,-2.43153,-7.03738,-13.77741
-3.43171,-2.62203,-2.03084,-0.47363,-2.24093,-7.25865,-13.79766
-3.23684,-2.34625,-1.71079,-0.63232,-2.2026,-7.4832,-13.82178
-3.06361,-2.09785,-1.41548,-0.86601,-2.30439,-7.70938,-13.84977
-2.91122,-1.8769,-1.14975,-1.14221,-2.53079,-7.93529,-13.88165
-2.77888,-1.68316,-0.91655,-1.42166,-2.86119,-8.15885,-13.91743
-2.66576,-1.51617,-0.71756,-1.6617,-3.26684,-8.37772,-13.9571
-2.57101,-1.37537,-0.55352,-1.82373,-3.70748,-8.58942,-14.00068
-2.4938,-1.26009,-0.42451,-1.88325,-4.12982,-8.7913,-14.04818
-2.43329,-1.16958,-0.33018,-1.83754,-4.47166,-8.98067,-14.09961
-2.38861,-1.10308,-0.26984,-1.70579,-4.67549,-9.15484,-14.15496
-2.35891,-1.05976,-0.24252,-1.52157,-4.70863,-9.31127,-14.21425
-2.34331,-1.03877,-0.24705,-1.32251,-4.5775,-9.4477,-14.27747
-2.3409,-1.03921,-0.28205,-1.14231,-4.3239,-9.56222,-14.34463
-2.35077,-1.06013,-0.34592,-1.00692,-4.00651,-9.65346,-14.41572
-2.37199,-1.10052,-0.4368,-0.9338,-3.68202,-9.72062,-14.49075
-2.40359,-1.1593,-0.55256,-0.93278,-3.39503,-9.76356,-14.5697
-2.4446,-1.23529,-0.69075,-1.00708,-3.17626,-9.78279,-14.65256
-2.49401,-1.32721,-0.84855,-1.15403,-3.04488,-9.77943,-14.73932
-2.5508,-1.43364,-1.02271,-1.36527,-3.01151,-9.75518,-14.82995
-2.61395,-1.55304,-1.20958,-1.62664,-3.08055,-9.71213,-14.92442
-2.68242,-1.68372,-1.40504,-1.91811,-3.25139,-9.65273,-15.02271
-2.75521,-1.82383,-1.6046,-2.21447,-3.51851,-9.57958,-15.12475
-2.83131,-1.97136,-1.80346,-2.48757,-3.87041,-9.49538,-15.23051
-2.90977,-2.12415,-1.99667,-2.71075,-4.28764,-9.40278,-15.33991
-2.9897,-2.27993,-2.17938,-2.86473,-4.74029,-9.30431,-15.45287
-3.07026,-2.4363,-2.34709,-2.9429,-5.18641,-9.20237,-15.56931
-3.15072,-2.59087,-2.49603,-2.95318,-5.57402,-9.0991,-15.68911
-3.23047,-2.74124,-2.62339,-2.91555,-5.8501,-8.99646,-15.81215
-3.30902,-2.88514,-2.72766,-2.85636,-5.97651,-8.89615,-15.93828
-3.38602,-3.02049,-2.80872,-2.80256,-5.94536,-8.79965,-16.06733
-3.46126,-3.14553,-2.86788,-2.77742,-5.7826,-8.70824,-16.1991
-3.53473,-3.25888,-2.90775,-2.7985,-5.53671,-8.62297,-16.33336
-3.60653,-3.35964,-2.932,-2.87698,-5.26166,-8.54474,-16.46987
-3.67695,-3.44744,-2.94504,-3.01769,-5.00434,-8.47428,-16.60832
-3.74642,-3.52245,-2.95173,-3.21926,-4.79972,-8.41217,-16.74839
-3.81549,-3.58542,-2.95701,-3.47403,-4.67113,-8.35887,-16.88972
-3.88486,-3.63756,-2.96572,-3.76786,-4.6325,-8.31473,-17.03188
-3.95529,-3.68053,-2.98237,-4.08033,-4.69054,-8.27999,-17.17441
-4.02767,-3.71635,-3.01103,-4.38589,-4.84601,-8.25484,-17.31681
-4.1029,-3.74728,-3.05529,-4.65695,-5.09389,-8.23937,-17.45851
-4.18196,-3.77572,-3.11821,-4.86904,-5.4224,-8.2336,-17.5989
-4.26582,-3.80414,-3.20229,-5.00696,-5.81106,-8.23751,-17.7373
-4.35546,-3.83499,-3.30956,-5.06937,-6.22844,-8.25102,-17.873
-4.45184,-3.87063,-3.44148,-5.06918,-6.63105,-8.274,-18.00523
-4.55588,-3.91331,-3.59904,-5.02962,-6.96648,-8.30626,-18.13316
-4.66848,-3.96509,-3.78265,-4.97814,-7.18375,-8.34761,-18.25596
-4.79043,-4.02787,-3.99218,-4.94085,-7.24963,-8.39777,-18.37272
-4.92247,-4.10334,-4.22681,-4.93894,-7.16241,-8.45644,-18.48255
-5.06523,-4.19302,-4.485,-4.98709,-6.95272,-8.52329,-18.58454
-5.21925,-4.29818,-4.76434,-5.09313,-6.67055,-8.59793,-18.67781
-5.38493,-4.41994,-5.06141,-5.25798,-6.36868,-8.67993,-18.76147
-5.5625,-4.55918,-5.37163,-5.47574,-6.09163,-8.76883,-18.83473
-5.75203,-4.71659,-5.68918,-5.73364,-5.87195,-8.86411,-18.89683
-5.95337,-4.89263,-6.00688,-6.01226,-5.73095,-8.96521,-18.94713
-6.16612,-5.08752,-6.3164,-6.28681,-5.68107,-9.07151,-18.98508
-6.38957,-5.30121,-6.60848,-6.53015,-5.72781,-9.18235,-19.01028
-6.62266,-5.53334,-6.8736,-6.71788,-5.8709,-9.29702,-19.02245
-6.86391,-5.7832,-7.10282,-6.83456,-6.10428,-9.41476,-19.02147
-7.11135,-6.04961,-7.28882,-6.87825,-6.41505,-9.53475,-19.00738
-7.36247,-6.33091,-7.42701,-6.8612,-6.7816,-9.65613,-18.98036
-7.6141,-6.62483,-7.51625,-6.80612,-7.17154,-9.778,-18.94074
-7.86247,-6.92837,-7.55912,-6.74008,-7.54126,-9.89941,-18.889
-8.1031,-7.23776,-7.5616,-6.68898,-7.8399,-10.01938,-18.82571
-8.33094,-7.54834,-7.53224,-6.67386,-8.02018,-10.13692,-18.75159
-8.54043,-7.85455,-7.48115,-6.70926,-8.05393,-10.25101,-18.66739
-8.72581,-8.15,-7.41892,-6.80274,-7.94382,-10.36065,-18.57396
-8.88138,-8.42765,-7.35583,-6.95489,-7.72217,-10.46484,-18.47218
-9.002,-8.68015,-7.30132,-7.15947,-7.43798,-10.56263,-18.36295
-9.08348,-8.90036,-7.2637,-7.40347,-7.1417,-10.65312,-18.24718
-9.12304,-9.08193,-7.25014,-7.66769,-6.87549,-10.73548,-18.12576
-9.1196,-9.22003,-7.26669,-7.92833,-6.6702,-10.80898,-17.99957
-9.07393,-9.31193,-7.31849,-8.16039,-6.54624,-10.87299,-17.86945
-8.98855,-9.3573,-7.40987,-8.34277,-6.51565,-10.927,-17.73619
-8.86742,-9.35834,-7.54459,-8.46392,-6.58399,-10.97065,-17.60054
-8.71557,-9.31942,-7.72588,-8.52551,-6.75108,-11.0037,-17.46321
-8.53862,-9.24654,-7.9566,-8.54215,-7.01086,-11.02609,-17.32483
-8.34236,-9.14671,-8.23921,-8.5374,-7.34993,-11.03788,-17.18601
-8.13239,-9.02722,-8.57571,-8.53808,-7.74518,-11.03927,-17.04728
-7.91386,-8.89516,-8.96743,-8.56922,-8.16114,-11.03063,-16.90913
-7.69134,-8.75699,-9.41463,-8.6508,-8.5493,-11.01241,-16.772
-7.46876,-8.61833,-9.9158,-8.79603,-8.85285,-10.98518,-16.63629
-7.24935,-8.48388,-10.46647,-9.01053,-9.02003,-10.94961,-16.50235
-7.03575,-8.35737,-11.05739,-9.29161,-9.02304,-10.90642,-16.37049
-6.83003,-8.24167,-11.67195,-9.62745,-8.87084,-10.85641,-16.24099
-6.63375,-8.13881,-12.28288,-9.99648,-8.60531,-10.8004,-16.11409
-6.44805,-8.0501,-12.84951,-10.36799,-8.28424,-10.73924,-15.99
-6.27371,-7.97623,-13.31821,-10.70589,-7.96402,-10.67378,-15.86891
-6.11119,-7.91728,-13.63014,-10.97682,-7.6903,-10.60488,-15.75097
-5.9607,-7.87284,-13.73819,-11.16136,-7.49649,-10.53339,-15.63634
-5.82222,-7.84199,-13.6263,-11.26303,-7.40605,-10.46011,-15.52511
-5.69556,-7.82339,-13.31712,-11.30952,-7.4358,-10.38587,-15.41741
-5.58036,-7.81527,-12.86136,-11.34546,-7.59886,-10.31141,-15.3133
-5.47613,-7.81547,-12.31798,-11.4222,-7.9068,-10.23748,-15.21288
-5.38225,-7.82147,-11.73862,-11.59014,-8.37111,-10.16478,-15.11618
-5.29801,-7.83045,-11.16148,-11.89583,-9.00391,-10.09398,-15.02327
-5.22261,-7.83931,-10.61171,-12.38258,-9.81746,-10.02572,-14.93418
-5.15516,-7.84481,-10.10437,-13.0922,-10.82103,-9.9606,-14.84894
-5.09472,-7.84364,-9.64769,-14.06394,-12.01132,-9.89919,-14.76759
-5.04029,-7.83256,-9.24544,-15.32035,-13.34719,-9.84204,-14.69013
-4.99082,-7.8086,-8.89867,-16.8072,-14.69429,-9.78967,-14.61659
-4.94525,-7.76918,-8.60678,-18.20949,-15.75344,-9.74256,-14.54697
-4.90249,-7.71225,-8.36811,-18.73383,-16.12956,-9.70118,-14.48127
-4.86148,-7.63649,-8.18033,-17.78852,-15.69833,-9.66597,-14.4195
-4.82117,-7.54133,-8.04057,-15.97005,-14.7664,-9.63735,-14.36165
-4.78056,-7.42697,-7.94547,-14.07179,-13.71497,-9.61572,-14.30773
-4.73872,-7.2944,-7.89108,-12.40955,-12.76195,-9.60145,-14.25772
-4.69482,-7.14525,-7.8728,-11.04096,-11.99121,-9.59491,-14.21163
-4.64812,-6.98169,-7.88516,-9.9497,-11.42403,-9.59643,-14.16943
-4.59803,-6.80625,-7.92167,-9.10642,-11.05861,-9.60633,-14.13113
-4.54407,-6.62169,-7.97466,-8.4842,-10.88609,-9.62491,-14.0967
-4.48593,-6.43083,-8.03521,-8.0611,-10.89585,-9.65245,-14.06615
-4.42347,-6.23643,-8.09322,-7.81925,-11.07601,-9.68919,-14.03946
-4.35668,-6.04106,-8.13772,-7.743,-11.41106,-9.73537,-14.01662
-4.28571,-5.8471,-8.15748,-7.81646,-11.87682,-9.79117,-13.99761
-4.21085,-5.65663,-8.14198,-8.02033,-12.43217,-9.85676,-13.98243
-4.13254,-5.47146,-8.08252,-8.3278,-13.00846,-9.93226,-13.97107
-4.05129,-5.29309,-7.97333,-8.69952,-13.50335,-10.01774,-13.96351
-3.96772,-5.12273,-7.81243,-9.07959,-13.7958,-10.11321,-13.95974
-3.88254,-4.96132,-7.60181,-9.39694,-13.79576,-10.21864,-13.95975
-3.79646,-4.80957,-7.34705,-9.57878,-13.50001,-10.33388,-13.96355
-3.71027,-4.66793,-7.0564,-9.57648,-12.99401,-10.45872,-13.9711
-3.62474,-4.53668,-6.73955,-9.38893,-12.39718,-10.59283,-13.98241
-3.54064,-4.41588,-6.40658,-9.06265,-11.81166,-10.73573,-13.99746
-3.45871,-4.30547,-6.06707,-8.66816,-11.30534,-10.88682,-14.01625
-3.37968,-4.20522,-5.72952,-8.27346,-10.91711,-11.04529,-14.03878
-3.30421,-4.11479,-5.40113,-7.92952,-10.66679,-11.21013,-14.06503
-3.23295,-4.03375,-5.08776,-7.66757,-10.56264,-11.38008,-14.095
-3.16645,-3.96155,-4.794,-7.50111,-10.60498,-11.55364,-14.12867
-3.10525,-3.89761,-4.52334,-7.42811,-10.78613,-11.72898,-14.16606
-3.04979,-3.84126,-4.27834,-7.43122,-11.08658,-11.90397,-14.20715
-3.00048,-3.79182,-4.06083,-7.47636,-11.46666,-12.07615,-14.25193
-2.95767,-3.7486,-3.872,-7.51183,-11.85458,-12.24273,-14.3004
-2.92165,-3.71088,-3.71258,-7.47281,-12.13824,-12.40064,-14.35257
-2.89266,-3.67798,-3.5829,-7.29602,-12.18162,-12.54658,-14.40841
-2.87088,-3.64926,-3.48298,-6.94316,-11.88375,-12.67712,-14.46794
-2.85644,-3.62413,-3.41254,-6.41882,-11.24526,-12.78883,-14.53114
-2.84946,-3.60207,-3.37109,-5.7677,-10.36618,-12.87847,-14.59802
-2.84997,-3.58265,-3.35787,-5.0538,-9.37793,-12.94314,-14.66856
-2.858,-3.56556,-3.37191,-4.33877,-8.38621,-12.98053,-14.74276
-2.87353,-3.55057,-3.41199,-3.67075,-7.45649,-12.98903,-14.82063
-2.89649,-3.53761,-3.47659,-3.08295,-6.62291,-12.96795,-14.90214
-2.92683,-3.52671,-3.56393,-2.59681,-5.90059,-12.91748,-14.98731
-2.96443,-3.51805,-3.67187,-2.226,-5.29457,-12.83877,-15.07611
-3.00917,-3.51192,-3.7979,-1.97977,-4.80502,-12.73378,-15.16854
-3.06092,-3.50873,-3.93911,-1.86534,-4.43018,-12.60517,-15.2646
-3.11953,-3.50901,-4.09218,-1.88967,-4.16779,-12.45611,-15.36426
-3.18484,-3.51338,-4.25341,-2.06069,-4.01589,-12.29005,-15.46752
-3.25669,-3.52255,-4.41872,-2.38837,-3.97311,-12.11058,-15.57436
-3.33494,-3.53731,-4.5838,-2.88566,-4.03888,-11.92126,-15.68476
-3.41943,-3.5585,-4.74421,-3.56938,-4.21334,-11.72547,-15.79871
-3.51004,-3.58701,-4.89562,-4.46059,-4.49719,-11.52637,-15.91617
-3.60666,-3.62376,-5.03407,-5.58309,-4.89128,-11.3268,-16.03712
-3.70921,-3.66971,-5.15624,-6.95468,-5.39576,-11.12928,-16.16153
-3.81763,-3.72579,-5.25971,-8.5548,-6.00838,-10.93604,-16.28936
-3.93192,-3.79298,-5.34321,-10.22395,-6.7214,-10.74897,-16.42057
-4.05211,-3.87222,-5.40673,-11.46708,-7.5158,-10.56971,-16.55512
-4.17828,-3.96449,-5.45154,-11.55793,-8.35203,-10.39964,-16.69293
-4.31059,-4.07071,-5.4801,-10.46698,-9.15781,-10.23991,-16.83397
-4.44925,-4.19183,-5.49586,-8.91032,-9.82162,-10.0915,-16.97815
-4.59454,-4.32876,-5.50298,-7.40592,-10.21277,-9.95523,-17.12539
-4.74681,-4.48242,-5.50609,-6.12646,-10.24228,-9.83175,-17.27562
-4.9065,-4.65373,-5.50999,-5.09679,-9.92366,-9.72166,-17.42872
-5.07414,-4.84358,-5.51946,-4.3002,-9.36264,-9.62544,-17.58459
-5.25035,-5.0529,-5.53909,-3.71316,-8.68917,-9.54348,-17.74311
-5.43584,-5.28259,-5.57316,-3.31479,-8.00538,-9.47616,-17.90413
-5.63143,-5.53357,-5.62565,-3.08864,-7.37434,-9.4238,-18.0675
-5.83805,-5.8068,-5.70013,-3.02244,-6.82934,-9.38668,-18.23306
-6.05673,-6.10324,-5.79989,-3.10741,-6.38577,-9.36507,-18.40061
-6.28866,-6.42387,-5.92788,-3.33751,-6.0495,-9.35925,-18.56995
-6.53512,-6.76973,-6.08685,-3.70867,-5.82188,-9.36946,-18.74086
-6.79759,-7.14187,-6.27932,-4.21806,-5.70243,-9.39599,-18.91309
-7.07766,-7.54143,-6.50771,-4.8629,-5.69032,-9.43911,-19.08636
-7.37713,-7.96956,-6.77435,-5.63883,-5.78509,-9.49911,-19.26039
-7.69802,-8.42749,-7.08156,-6.53696,-5.987,-9.57634,-19.43487
-8.04256,-8.91652,-7.4317,-7.53901,-6.29724,-9.67113,-19.60944
-8.41326,-9.43802,-7.82721,-8.60973,-6.71793,-9.78389,-19.78375
-8.81292,-9.99343,-8.27066,-9.68736,-7.252,-9.91505,-19.95741
-9.24474,-10.58428,-8.76485,-10.67836,-7.90275,-10.06511,-20.13
-9.71228,-11.21222,-9.31279,-11.47122,-8.67296,-10.2346,-20.3011
-10.2196,-11.87898,-9.91782,-11.98128,-9.56291,-10.42415,-20.47024
-10.77125,-12.58639,-10.5836,-12.20268,-10.56622,-10.63444,-20.63697
-11.37231,-13.33642,-11.31421,-12.21339,-11.66198,-10.86627,-20.80078
-12.02833,-14.13119,-12.11422,-12.12736,-12.8008,-11.12052,-20.96118
-12.74513,-14.97297,-12.98866,-12.04567,-13.88626,-11.39819,-21.11768
-13.52819,-15.86419,-13.9431,-12.03815,-14.76756,-11.70044,-21.26976
-14.38138,-16.80751,-14.98367,-12.14681,-15.28186,-12.02857,-21.41694
-15.30411,-17.80574,-16.11695,-12.39514,-15.35674,-12.3841,-21.55873
-16.28556,-18.86176,-17.34986,-12.79571,-15.07233,-12.76874,-21.69467
-17.29367,-19.97811,-18.68949,-13.3545,-14.59663,-13.18451,-21.82432
-18.25724,-21.15595,-20.14281,-14.07203,-14.08401,-13.63374,-21.94729
-19.04761,-22.3924,-21.71651,-14.94099,-13.63477,-14.11914,-22.06323
-19.48954,-23.67441,-23.41766,-15.93885,-13.30348,-14.64394,-22.17183
-19.44255,-24.96548,-25.25652,-17.01316,-13.1178,-15.21191,-22.27285
-18.90913,-26.18084,-27.25477,-18.05969,-13.09274,-15.8276,-22.36611
-18.03266,-27.15666,-29.46492,-18.91008,-13.23896,-16.49644,-22.45149
-16.98805,-27.65891,-32.00813,-19.376,-13.56747,-17.225,-22.52896
-15.90252,-27.50808,-35.12201,-19.36976,-14.09227,-18.02131,-22.59853
-14.8461,-26.74186,-38.91734,-18.98027,-14.83143,-18.89516,-22.6603
-13.85032,-25.57843,-40.29448,-18.39358,-15.80538,-19.85849,-22.71443
-12.92584,-24.24008,-36.16404,-17.77321,-17.02659,-20.92576,-22.76115
-12.07333,-22.86636,-31.87488,-17.21774,-18.46126,-22.11374,-22.80076
-11.28911,-21.52524,-28.46027,-16.77315,-19.91399,-23.43988,-22.83358
-10.56794,-20.2444,-25.67258,-16.4532,-20.82901,-24.91575,-22.86
-9.90431,-19.03248,-23.3168,-16.25163,-20.50447,-26.52674,-22.88044
-9.29293,-17.88995,-21.27679,-16.14611,-19.05453,-28.17634,-22.89536
-8.72904,-16.81407,-19.48076,-16.09648,-17.21699,-29.57506,-22.90524
-8.20836,-15.80106,-17.88136,-16.0415,-15.45279,-30.20569,-22.91055
-7.72716,-14.84697,-16.44552,-15.90079,-13.90114,-29.75226,-22.91181
-7.28213,-13.94803,-15.14898,-15.59136,-12.57454,-28.53823,-22.9095
-6.8704,-13.10077,-13.97327,-15.05998,-11.45164,-27.07881,-22.90413
-6.48943,-12.30203,-12.90395,-14.31136,-10.50645,-25.65949,-22.89617
-6.13697,-11.54891,-11.92944,-13.40523,-9.71589,-24.37459,-22.88609
-5.81102,-10.8388,-11.04028,-12.42538,-9.06105,-23.23773,-22.87434
-5.50983,-10.16929,-10.22865,-11.4491,-8.52664,-22.23678,-22.86134
-5.23179,-9.53818,-9.48795,-10.53383,-8.1001,-21.35395,-22.84751
-4.97547,-8.94346,-8.8126,-9.7176,-7.77072,-20.57211,-22.83322
-4.73957,-8.38325,-8.19779,-9.02458,-7.52868,-19.8765,-22.81882
-4.52288,-7.85583,-7.63933,-8.47072,-7.36425,-19.2548,-22.80465
-4.32431,-7.35959,-7.13354,-8.06805,-7.26678,-18.69685,-22.79098
-4.14285,-6.89303,-6.67716,-7.82761,-7.22367,-18.19426,-22.77811
-3.97753,-6.45475,-6.26723,-7.76142,-7.21941,-17.74006,-22.76627
-3.82747,-6.04344,-5.90101,-7.8838,-7.23465,-17.32841,-22.75569
-3.69182,-5.65786,-5.57598,-8.21167,-7.24603,-16.95435,-22.74655
-3.56978,-5.29683,-5.2897,-8.7626,-7.22715,-16.61369,-22.73903
-3.46057,-4.95926,-5.03979,-9.546,-7.15137,-16.30277,-22.73328
-3.36346,-4.64407,-4.82387,-10.53397,-6.99645,-16.01848,-22.72941
-3.27774,-4.35025,-4.63951,-11.58016,-6.7497,-15.75805,-22.72753
-3.20271,-4.07685,-4.48415,-12.27629,-6.41144,-15.51909,-22.72773
-3.1377,-3.8229,-4.35507,-12.02221,-5.99486,-15.29947,-22.73005
-3.08206,-3.58752,-4.24933,-10.69919,-5.52235,-15.09733,-22.73455
-3.03516,-3.36983,-4.16372,-8.85001,-5.02027,-14.91103,-22.74124
-2.99638,-3.16897,-4.09473,-6.97005,-4.5144,-14.7391,-22.75014
-2.96512,-2.98412,-4.03855,-5.26511,-4.02711,-14.58029,-22.76124
-2.94081,-2.81446,-3.99107,-3.78448,-3.57645,-14.43348,-22.77449
-2.92289,-2.65921,-3.94793,-2.52389,-3.17633,-14.29773,-22.78987
-2.91084,-2.51761,-3.90463,-1.4658,-2.83725,-14.17221,-22.80731
-2.90416,-2.38892,-3.85664,-0.5923,-2.56723,-14.05627,-22.82673
-2.90239,-2.27241,-3.79966,0.11136,-2.37263,-13.94935,-22.84805
-2.90509,-2.1674,-3.72979,0.65611,-2.25882,-13.85104,-22.87116
-2.91188,-2.07322,-3.64379,1.04917,-2.23081,-13.76104,-22.89595
-2.92243,-1.98925,-3.53931,1.29435,-2.29369,-13.67914,-22.92227
-2.93642,-1.91489,-3.41508,1.39205,-2.45306,-13.60525,-22.95
-2.95364,-1.84962,-3.27097,1.33919,-2.7154,-13.5394,-22.97895
-2.97388,-1.79292,-3.10797,1.1287,-3.08849,-13.48166,-23.00898
-2.99702,-1.74437,-2.92814,0.7486,-3.58178,-13.43224,-23.03989
-3.023,-1.70359,-2.73437,0.18036,-4.20677,-13.39138,-23.07148
-3.0518,-1.67026,-2.53014,-0.60388,-4.97716,-13.35943,-23.10355
-3.08348,-1.64415,-2.31933,-1.6461,-5.90837,-13.33679,-23.13589
-3.11816,-1.62508,-2.10592,-3.01079,-7.01496,-13.32392,-23.16826
-3.156,-1.61298,-1.89388,-4.79923,-8.30196,-13.32135,-23.20044
-3.19724,-1.60785,-1.68693,-7.16768,-9.74007,-13.32965,-23.23219
-3.24214,-1.60975,-1.48853,-10.28147,-11.20381,-13.34945,-23.26326
-3.29105,-1.61886,-1.3018,-13.50456,-12.37122,-13.38144,-23.29339
-3.34433,-1.63542,-1.12948,-13.1137,-12.76177,-13.42634,-23.32235
-3.40241,-1.65976,-0.97399,-9.74154,-12.19211,-13.48494,-23.34986
-3.46572,-1.69228,-0.83741,-6.73609,-11.0285,-13.55809,-23.3757
-3.53476,-1.73348,-0.72153,-4.45989,-9.72104,-13.64667,-23.3996
-3.61004,-1.78391,-0.62791,-2.73381,-8.50589,-13.75166,-23.42133
-3.69209,-1.8442,-0.55789,-1.40999,-7.46129,-13.87411,-23.44065
-3.78147,-1.91504,-0.51266,-0.39316,-6.59883,-14.01514,-23.45735
-3.87876,-1.99719,-0.49328,0.37807,-5.90819,-14.17599,-23.47121
-3.98454,-2.09148,-0.50068,0.94452,-5.37385,-14.358,-23.48205
-4.09942,-2.19879,-0.53578,1.33424,-4.98067,-14.56268,-23.48969
-4.22401,-2.32004,-0.59941,1.56704,-4.71527,-14.79168,-23.49397
-4.35895,-2.45625,-0.69243,1.65733,-4.56616,-15.04689,-23.49477
-4.50488,-2.60848,-0.81569,1.61587,-4.52334,-15.3304,-23.49196
-4.66245,-2.77784,-0.97008,1.45106,-4.57785,-15.64465,-23.48548
-4.83234,-2.96554,-1.15654,1.16998,-4.72118,-15.99243,-23.47526
-5.01523,-3.17285,-1.37608,0.77928,-4.94489,-16.37698,-23.46126
-5.21183,-3.40114,-1.62983,0.28619,-5.24008,-16.80215,-23.44349
-5.42289,-3.65188,-1.91901,-0.30028,-5.59704,-17.27252,-23.42197
-5.64916,-3.92666,-2.24502,-0.96794,-6.00497,-17.7936,-23.39674
-5.89145,-4.22721,-2.6094,-1.69979,-6.452,-18.37218,-23.36788
